문장,유형
러시아의 우크라이나 침공 영향으로 사료값이 올라 힘든 상황에 아예 사료 공급마저 끊기면 치명적인 타격을 입을 수 있다는 우려가 나온다,추론형
또한 여름철 다이어트와 지속적인 건강관리를 맛있게 할 수 있도록 돕고자 한다,추론형
개인이 특정 상품을 선택해 운용하므로 다소 위험성이 있지만 투자 성과에 따라 높은 수익을 기대할 수 있다,추론형
당산동 일대에는 여러 개발 호재가 많다,추론형
이용자는 a처럼 거점 벨리카 내부를 돌아다니며 a와 대화하고 각종 퀘스트 수행과 콘텐츠를 즐길 수 있다,추론형
결국 리더와 조직문화의 문제다,추론형
슈퍼스타 등급의 1루수 트레이너인 무명은 여성 저승사자 캐릭터로 선수 육성 시 장비 구매 포인트인 a포인트를 추가로 획득할 수 있다,추론형
자연에서 얻은 물질에는 합성물이 결코 모방할 수 없는 생명력이 있다,추론형
정치의 본령은 이념이고 가치투쟁이다,추론형
코로나1 여파로 원화가치가 하루가 다르게 뚝뚝 떨어지자 불안감을 교묘히 자극한 것이다,추론형
그러나 추천위 신설이 행안부의 경찰 길들이기 방안이라는 비판도 만만치 않다,추론형
임금피크 특별퇴직금과 환율 상승에 따른 비화폐성 환차손 등 일회성 비용이 발생했으나 서울 명동사옥 매각익 베트남 지분투자 관련 파생이익 등과 상쇄되면서 견조한 핵심이익 성장과 지속적인 자산건전성 제고 노력이 이를 견인했다,추론형
마모가 계속 되면 이가 시릴 수 있으니 올바른 방법으로 11분 동안 칫솔질을 하는 것이 좋다,추론형
우리는 특별한 사정이 없다면 낯선 상대방이 가급적 진실을 말한다고 믿는다,추론형
다만 국민연금 일부 해외 의결자문기관들이 대대적으로 반대 의사를 밝힌 건 오점 중 하나로 보인다,추론형
사람들은 흔히 자신의 신념을 더욱 굳힘으로써 불안을 떨쳐버리려 한다,추론형
라일락을 제대로 만끽하려면 군락을 이루도록 가꾸는 게 좋다,추론형
계약 당사자들이 공통적으로 명확하게 인식하고 있는 것이 있다면 그것이 표시된 문구와 다르더라도 공통 인식에 따라 해석하는 것이 맞다,추론형
높은 중국 시장 의존도로 인한 한국 경제 취약점이 이번에 고스란히 노출됐기에 수출입처 다변화와 한국 기업 국내 유턴 등 산업 정책 중요성이 더욱 커졌다,추론형
윤 과장은 북한군이 우리 국민을 총격으로 살해하고 시신을 불태운 정황이 있었다는 것을 명확하게 말씀드린다면서도 사건 발생 이후 국방부가 진행한 기자단 대상 질의응답에서 피살된 공무원이 월북을 시도했을 것으로 추정된다고 발표함으로써 국민들께 혼선을 드렸다며 유감을 표시했다,추론형
인구가 집중되고 지식이 집적되는 도시는 경제성장에 매우 효율적인 시스템이지만 공포의 전염에도 매우 취약하다,추론형
중국의 한한령한류 제한령 해제 기대감이 높아지고 있는 가운데 중국 수학여행단 1여명이 대구를 찾아 눈길을 끌고 있다,추론형
영화 기생충이 아카데미 시상식의 역사를 새로 썼다,추론형
한국 수출의 가장 큰 악재 중 하나였던 미중 무역분쟁이 1단계 합의에 돌입해 1일 서명을 앞두고 있는 데다가 미국중국독일의 제조업 지수가 일제히 상승하며 세계 경기가 회복할 것으로 보이기 때문이다,추론형
두만강은 물론 동해안 전체를 이미 장악하고 있는 러시아가 아직도 조선을 수중에 넣지 않아 세계적 놀림감이 되고 있다,추론형
이 극을 본 난 뒤 관객들은 대부분 비슷한 감상을 하지 않을까 싶다,추론형
1번째 순서에 힘없이 숨어 있는 시인이라는 단어가 유약하고 초라해서 차라리 아름답다,추론형
한국의 수많은 사랑영화 속에서 이 작품이 특별히 기억되는 이유는 남성성의 새로운 발견에 있다,추론형
객관적인 전력에서는 밀리지만 현재 팀 컨디션과 정신력을 살린다면 해볼 만하다는 분위기다,추론형
더불어 금감원과 소송도 법적 리스크요인으로 계속 작용할 듯 하다,추론형
국내 서브컬처 게임 마니아들이 대거 몰릴 것이라는 기대감이다,추론형
섬의 특성상 바람에 강하다고 할 수도 있다,추론형
함께 추임새를 넣는 사람들을 보니 같은 생각과 믿음의 벗이 여럿임을 알게 된다,추론형
스키너는 필자가 조류에 대한 공포심을 갖게 된 조건을 찾아내려고 했을 것이다,추론형
우주 산업의 선두 주자라 칭송받는 미국과 러시아 등 선진국도 수십에서 수백 번의 실패를 맛봤다,추론형
일곱개의대죄는 지난 1년 1월 1일 한국과 일본에 동시 출시돼 한일 양국에서 큰 인기를 끌었다,추론형
원작 오디션을 계승한 각종 패션 아이템도 특징이다,추론형
특히 네 장밖에 되지 않는 올림픽 출전 티켓 경쟁에서는 다른 선수들에 비해 많이 뒤처져 있다,추론형
뿜을 때까지 기다리지 말고 촘촘히 대책을 마련해야 할 것이다,추론형
재산을 물려받은 뒤 부모 부양을 나 몰라라 하는 사람들 탓이다,추론형
아버지에 이어 궁예 밑에서 벼슬을 한 왕건이 처음부터 왕 씨 성을 썼다면 목숨을 부지하기 힘들었을 것이기 때문이다,추론형
하지만 이들은 한국에서 정작 서비스를 제공할 수 없다는 데 아쉬움을 표했다,추론형
그런데도 국내에는 소상공인들로 넘쳐난다,추론형
규제로 묶어놓았던 온오프라인의 경계는 일시적으로 사라졌으며 코로나1가 불러온 나비효과가 어디까지 갈지 예측하기조차 어렵다,추론형
물론 반대로 진짜 대박을 내는 경우도 더러 있긴 하지만 말이다,추론형
소장품을 미술관에 기부하면 그에 상응하는 명예와 혜택도 줘야 한다,추론형
신분을 떠난 우정 말이다,추론형
알맹이는 번데기 같으며 자색 꺼풀이 감싸고 있으며 꺼풀을 벗기면 말갛게 희고 맛은 참깨 같다,추론형
1위 첼시와 1위 맨체스터 유나이티드는 조직력이 예전만 못하지만 여전히 관록 있는 팀이다,추론형
수많은 업체가 비대면 본인인증 시장에 뛰어들고 있지만 한 플랫폼이 수십 가지의 인증방식을 지원하는 것은 현실적으로 매우 어렵다,추론형
특별연장근로 인가 기준에 모호함이 있어 구체적인 상황에 적용할 때 인가 요건에 해당하는지 논란이 발생할 여지가 있기 때문이다,추론형
의외인 것은 반대 세력의 중심에 임진왜란 극복의 일등공신 서애 유성룡이 있었다는 점이다,추론형
수술 후 직장에 복귀하기까지 1주 정도 안정기가 필요한데 회사에서 유급휴가를 주지 않아 한 달가량 끊길 생활비가 걱정이다,추론형
산모 신생아도 인공호흡기 사용 등 보존적 치료를 적용할 수 있다,추론형
국산 캔맥주가 이처럼 몸값 낮추기에 나설 수 있는 것은 술에 붙는 세금 체계가 반세기만에 바뀌기 때문이다,추론형
역동적인 드로잉과 농도 효과 덕분에 평면 회화가 움직이는 것 같다,추론형
1일현지시간 오전 a 돌비극장에서 받은 각본상까지 기생충으로만 총 1개 국제영화상을 받으면서 수상에 도취될 만도 하지만 그의 머리를 가득 채운 건 언제나 다음 작품이다,추론형
다산 정약용이 그런 사람이다,추론형
방탄소년단의 새로운 앨범 프루프a가 발매 첫날 1만장을 팔아치우며 기록 행진을 이어가고 있지만 하이브 주가에 도움이 되지 못하는 형국이다,추론형
이들의 눈물겨운 도전이 없었다면 수리온 헬리콥터도 a 전투기도 누리호 발사체도 모두 세상에 나오지 못했을 것이다,추론형
문제는 올해 전국적으로 가뭄이 극심하다는 점이다,추론형
솔레이마니를 죽이기 바로 직전 마크 에스퍼 미 국방장관이 북한에 오늘 밤이라도 싸울 준비가 돼 있다고 한 말은 빈말이 아닌 것이다,추론형
이젠 전염병으로 나라가 망하는 일은 없지만 북한만은 예외다,추론형
신종 코로나에 대한 국민의 높은 관심과 우려 때문이다,추론형
산업 현장에는 전염병과 무관한 인공지능 로봇이 더 늘어날 것이다,추론형
이번 화물연대의 총파업으로 인해 산업계 전반에 피해가 확산된 것으로 보인다,추론형
신종 코로나 공포가 사그라든 후에 양국 모두 올해를 상대국 방문의 해로 정하고 적극 독려해 보자는 것이다,추론형
어느 정당도 빽 없는 서점 주인이나 치킨집 사장을 인재로 영입하지 않는다,추론형
고인의 명예 회복을 요구해온 유족은 진실 규명의 첫 단추가 끼워졌다며 환영했다,추론형
생활습관 개선과 함께 약물치료도 병행해야 한다,추론형
그 허술함을 요즘 마스크를 끼고 살며 체감 중이다,추론형
이같은 중국 정부의 발행 결정은 모바일페이로 인해 발생한 기존 금융기관의 불만을 달래고 국내외 화폐주권을 확립한다는 의도에서 비롯됐다,추론형
미국의 어느 도시를 배경으로 영화 기생충이 전하고 싶었던 이야기가 다시 시작될 것이다,추론형
이제 틱톡 릴스 등의 숏폼 콘텐츠는 주 사용층인 1세대뿐만 아니라 1세대들에게도 어색하지 않게 느껴진다,추론형
이와 별개로 갈라게임즈가 이스포츠 분야에 관심이 많다,추론형
그러나 평상시 지나치는 학습효과로 지나치거나 방심하는 것은 금물이다,추론형
우리 사회의 불안을 부추기지 않고 역동적 안정성을 확보할 수 있는 정치인을 선택하는 것은 온전히 우리의 몫이다,추론형
색조화장품 중에서도 피부 톤을 보정하고나 컬러를 입히는 포인트 메이크업 상품이 회복세에 접어든 것으로 풀이된다,추론형
대표적으로 세계화 반세계화 코로나1 기술 혁신과 기후변화 등이 그 변수다,추론형
릴스에서는 각 전문 분야 인플루언서 크리에이터들의 활약이 돋보인다,추론형
오페르트는 관리들의 구조화된 부정부패도 꼬집었다,추론형
셋째 여행 당일에는 탑승 시간보다 제법 여유를 두고 공항에 도착해야 한다,추론형
바르자마자 잘 스며들어 끈적임이나 번들거림 없이 피부가 매끄럽고 촉촉해져야 꾸준히 사용할 수 있다,추론형
특히 탁월한 영재가 모여 있는 수도권에서 평등교육을 강조한 진보교육감이 장기 집권한 것 등이 국제올림피아드 결과 등에 안 좋은 영향을 미쳤다는 지적이 나온다,추론형
바이러스는 북한에선 현대판 호환마마인 셈이다,추론형
1원인 경유 유류세는 1원 1원인 액화석유가스a 부탄은 1원을 추가로 낮출 수 있다,추론형
폐업하는 데도 돈을 들여야 하고 빚밖에 남지 않았다는 소상공인들의 한숨 소리는 전혀 낯선 게 아니다,추론형
하이브 아티스트들의 실적 강세에도 하이브엔터테인먼트의 상황은 좋지 않다,추론형
이산화염소는 락스의 주성분으로 일반 살균제로 사용될 수는 있지만 호흡기로 흡입할 경우 점막과 기도를 자극할 수 있다,추론형
아무축하 챌린지는 툰스푼 서비스 페이지 리뉴얼을 축하하는 축전을 제작한 뒤 이벤트 응모작 페이지에 업로드하면 참여할 수 있다,추론형
이러한 신호는 제작자인 밥 보키와 그의 브랜드인 보키디자인에 무게를 둔 것으로 해석되며 타이틀리스트와 조금 더 분리된 분위기가 느껴진다,추론형
